# ShortMsgKAT_384.txt
# Algorithm Name: Hamsi
# Principal Submitter: Özgül Küçük

MD = 13B452F8F176FD7E6CAE2FC567E0D04BF19E996981B621930D28B41CDFEA62A3761FA99235274BB9771220FDACE922C3

Len = 1657
Msg = 061446729772A1A26F7F9A87702EABC582071872B6AB1373A1B88EBB259F0EFDEB159E12792588061C011602F6C42B8392E15AFC582388AC0903628E64C1DBE4F2B86109683F28EDC22C12CBE5541683715D039FEFC23E91629E9E4A330C6D0A68276DC60FD72C6AB20B71B79D2888159F49D327693CB48B61DFF2DE0E74D8A452320F9A9835D2C28613D555346BBD78F5320896E87AE92BC3B00A1B1BE403022D81258AFE07437BE13D339FC4481E96856D5CB49C547776C9CA467D05C38B8CBCFD71C0D899645705584F6ADDCCF000
MD = 4448E957078C20B2980ACB4E8547D9A16B0205F9F8328B5295AF565DC5E58E7AE1083D20830D6976CA793CC8EE77D2F6

Len = 1658
Msg = E2A4C02A8657C5D41445E9FA687E6F613278D5A8E9B6EBD5F76D817F1F5CCAC6C72278A70B96FAFDFE30ED00C27F20804FDCEF3882E3E47E3A36DA1708BD8059998BC367A1362F543CA8B9D224C6EE1C86E274B7B20D2CB64D6DA4ED53C751F7B561238AFB974D96ABC0878A386A7E28A9DFCE3C818E1B124ECA55BE07139CCF6C6020A4E4596A2EFCC7B84D271662FBC72074A16AE5EE37AAE4E5CBF19088A3C6C54A3D573B41889CE3D04459A0C466F0DD8E5CB3FD9C18211670CEF5F11DD406CFB922F14B7DB2F1F4B5C8C3D97240
MD = 434FA77D464749F865B478AA4C93DD84A09071DCB6C7C2D034C03163AC80AE038B901F662CF0BE10519708D75A4373AB

Len = 1659
Msg = A2871DF706DD5662C5E6ABBA84790DCC435B5D2EFAE1650DF11245EAAD20096CB90A216A0F36BBC3DA6497087B02C81270B7698E97C6047B5108DE235C97EBD599DB942844AA6B3E0737BFA5FC8EA09022F310378A8E8816E155E535F0C0E4D2ABCCDE37916D9527680860DB6745C2B1B245BBCBED0C2561656DEAAE921B8C82872E667936F49A6105FBEAB4AD46A5BC7BE0BE0303EE92EA250BBFCDC3A6A23D514C0D9CF8DEB91FCDD421CB6A4EA988B4F9E6DCD2566B6A4702E9CFC437AF87EE22A20E558B306A97E11ED0AF891300
MD = C85C30F1DA678F82DAF74F42F69757F9CEB5949DE268D4FAEF60F4005D5F0764921313E4FB60A8378B1582B6BEE513DC

Len = 1660
Msg = D7F71FB30197E861BE59A77679FA5CD15239843842F4473EA9088FD6630A35949863D53DAD1E74093237CC822933387E7EE37A6D6190B72C52A08CF250954582357BE1E81317A6B65B247F21E0AD32BCFF600C5D671F8629C4946EE505C8CDEE4B8D6A7217556193538CF965FE9CAC3D44BC52898894CAFEAFD11F7ECCDDBFF518D6279D5DFC66C2D09D7DD23B0D3C3245167BD44C1089A1544DDB9EC1177290A2180B7606EEA44663D1589F1E9207B37B74DFB97D17F4D137B0719A09A6EF0C39F6CC0741D3A672005C707A09732120
MD = 1B692DC176ADAA5B1D427C70AF03F6E352AF58D4473A698020489E1661FD1338FAB32455FB6FA4DA650393955064C69C

Len = 1661
Msg = FE7DC1A26BF9B564A32930CCC3E3F143EEC2E2C92A63D31025114D0C335949CFFEEE336489D1A830731343974B9DD1E7DD6C83659B238D7F2EF4C91DD38C382BF03D32A0C74E704CF382A8711AC31149F76A1EA5FCD0B89B064562CE0C6BC46B34861B21CAD36CFF2AD07CD249FC2327785191B4BA0CC61DF7428298F852C250324CFBAB818294C24C534097FCC5F9403266955B65C47123E3E0D8CBF6E8478A231523F9913F3F6C6BBC8050D116400CDBE68F431860DF7322CC813B48DB3E8F52D35409D1E95882BA54C5857DB67A50
MD = 0EC4C4632643368E8E906DB27F6FEFC9E957D213F43A6D0C01220C50C00BEEE483E6494785FDE33B0263C2CE47140436

Len = 1662
Msg = 872B77FB2DFF6AB011C7462CDC3B4892AFEFE4F6A786952DE02E49FE0C27FF89D81986E36F173D68B25D61F8D480BD3D06607545E618284EE0D4C2114BF7B00497D41BA41374709BE4FBF06A3F883701799B5FCC7382244C566F91C7398B13C06CAA5EB79F6914FD194CD18023D431F4A482AFF991B130ACDF7425009DE58A2049E577A6B19C68F14AE6AAA18492DD85FD6BAA91ECB346616819BD50B929298A7C0240812860C9ACABEBA7DDC13460F36C3ED6F068B200D0A3B8AF51ACBD07DC4CAF4EDCCFEC52A1D79F0465E12E74F0
MD = C490F8CCF2DFE6C6EDBE03F1E6D4424025E755B1870A2943468A612A5B75E4864546278820A96EE13D6DE3D724038227

Len = 1663
Msg = A73BFE2AE3EC4855C30923FFD31C8258B4B34C739C869A97A13CA07930E60BE81A0F7893741CF2F2DCDC9272559CE61A07F8F750A0BEB50A604BC22A35046B46AC78377F82707FD436961291FB862F9BEAE56B4569009C486FC73B3FD36842A3074B88E8C6B5F8815703DEAAD29F1915213EF61AE55833F52BBF8DE07EEED341AC93F3622FFC24FF713D3B5FDEA439CCFDC8B41F7449238717249998E651E3E9C9AF2F0D56B9EFE2E2AE3E3B67CC8E70E4CDFF3BC301B5C8BF92089A2BBB925D0308543C8BAFF4782E9A415C17367E0C
MD = 3CB6DD37EFAA7097AB6FDB127C3E405C2694707D12969A1DA2EB360F34D3D95BA35DA212E3F7CBF41095AFAD5A31D86D

Len = 1664
Msg = F2998955613DD414CC111DF5CE30A995BB792E260B0E37A5B1D942FE90171A4AC2F66D4928D7AD377F4D0554CBF4C523D21F6E5F379D6F4B028CDCB9B1758D3B39663242FF3CB6EDE6A36A6F05DB3BC41E0D861B384B6DEC58BB096D0A422FD542DF175E1BE1571FB52AE66F2D86A2F6824A8CFAACBAC4A7492AD0433EEB15454AF8F312B3B2A577750E3EFBD370E8A8CAC1582581971FBA3BA4BD0D76E718DACF8433D33A59D287F8CC92234E7A271041B526E389EFB0E40B6A18B3AAF658E82ED1C78631FD23B4C3EB27C3FAEC8685
MD = E122BBE410F067E87129BCEAEC2901B162345E058DF0EAF04FD1CED77661B8825E0CB7E4FB5102ADC3202BD0D8CD1C13

Len = 1665
Msg = C3A6C9A38DE76C9A716E9861AC10D549F0C5EB678DC9FB2919018B5DC88E365F9F3C03DF1FD9DAC46728ECE38E97465A418F599EA0674680EE6D3BE167E1C6D7E0750228AD7FD8C7EA070AB9DD73D6138DC70AC4D9907235DDA108E379E81F7E00B1C9E2B7F16FE8DBA014853032A619166BDC2D488B3AE8615CCAB2C2A9E1A2D5A38753D9B2422CD91599F2D5D87F89D6449491EC7418F4DD39C53DCD9F1EF9F3448E75E8A73C33C32EBDC3A613BB5E5490540B1C74E48CF9AEE17BC3AC2BE50F80CDD0C69649336E5545E612DB2AA400
MD = B5C6F331DADCF93CE7AC95CEFE382C27C1F3AFB10D428685F527C5463D6F23BC2891C3CC9B21E2CBBC06456E4AA98EA7

Len = 1666
Msg = 0CE9C0A8B363C6504DD16AF53CA1028AEE93444E0A82A1573DDEAF6B41B7450CCD5120A72621983ECABE5BABB8CF0F1D3CC9E67AD8309D71B0355C3F9D667D1412982A0379EC376DB3B8D44D01AB58F7A97552DB4B1A178FB3FA15E33DEDBA345D7BB475731EA53F20E8D6CA0895B33117446094823E1ACD7A5A5632AF20ECBF94ED42B62169867FA6B4E9D512B9A4B443B2AA6A5752EE68C63CB42E5FB2C022C60DDBDAFA25E8A2493CDE12586D17089E9AC4A9E9CCF0E7FAAA5252049CB1ABE8DADC9EA9F552DA996B780E7B90144040
MD = 6255F17ABF426B497DF223B0F0A4843C5E7B86A984A7D99BDF818769EE522EBE4FC2BEEC120D465A30C096848BA444F6

Len = 1667
Msg = 566EA91163B197DD99311CDA8083A3FEF200E9B5C84BE85A9F60D0AA73502EAD446FF757E4B37C026493573BBFE54F547FF6124E8F4C9478F68BE242664886695332185AADF0D68F38FCAC08AF2AE40F0AB98BDE182D4D597E6F1371B90D0FC4FB1EFC48804F528A2C6C4EBE47BE3FC4B74F0B795C422B4EA4211440299953714C51784D93329985537903ADCF14262514E2B576F916E2463712AE0B6DFC041B411BEC16FE050AE3018A28C6211AE20D65E053C5A68DB5AE09F0B5D2C22FFB9EC83D9BF7EBC54E66F0A01A2299416123A0
MD = 49B3716A0196514D3C9A2657C829D45396AA7766470A659CD5BF63ABDE9C4332C66B875E3684B0C2148713419D8DE50C

Len = 1668
Msg = BC89FD708B4E589FDC763193633E4D86D65857FFD3F69BD8972DAE8B8B029C8CABDAEDD159B0D0EEEDBD8302C279A5EF5C379F1DE5CC7D8C0021221E04823E28BDCF6535940B0DB0E87F39731B8CC48B95608544ABD5E01E1E3BD4D24DCF20863D7EDC003DCD0FD458306D3C4CE67E93DC4EA2EF2B6F5A1EE908CA23E32984ED946E9EA2588E33776D926024FFC5FFF715BF87E424D05618D3A914C77CA954B8A80BC50624CCB8EA30E226DFB50BBB956F147AEF1BF0DFDA43A6114E5094E42E6B6F39B00BCBFBF2C600F2629C3FB66320
MD = 307AA601EA85F877116A3E89A3AFAB389526A208B35197104095CB524A860333B29F99324CB066243BDA1E50653A5334

Len = 1669
Msg = B594C19EA19FBC4A9C7DD9DF4993CC7171ADD9B0E872BC211F60EB89D313CB5B5FBBDEB5D535AD20397550CA6534B859BA881D0713DEE6774471F57ADA476A511AE98414F07482F49F783F069D7DC5AAF42EFCCAE350A7320A4703254687258CB0B056558E2C6E31A2B336D1C36D770043DB799DA99CA06C38B93DB93F776891F2BF2BEFA70BF87C0E4C1383FFF4444DF05849D9F04699BDA9A95859BA5D038D42AD0EC4CE1AF15499230FBE9D12CC0998316266FB02ACEF9BC4FDFFC84E5A17FB2A605EE8F0239383A2DBB1E1A4087488
MD = 4B363E964F4422DD7265BE2E08621452440E030D5B6BD762CC75641938AB812F91238F6DC6E53B1A97EF274A999259C5

Len = 1670
Msg = 32366020205740D26523E6A91E2ADE18D6D7018535C132F17EF6AEDF034BD8D812739188436F1AC21E429C0798FB0435975D5555E34DC5F1B412647571D32B2180E53F45DD83BA97524DD38AFA67A6FD54E93BD33746D80E70B46D5045F2403CDF329DE154099DC721F6288191B9583793F0AF20774C730DDEF605A5B4C36A93B726D1CCBF9A2175E425A866326BE8BC1C3600F7C95200BC28F498CFD645757D8D90A2CDA7E6E15307F61075B78EB82016C0ED2DCB4F6903F71CDBEAA2DD273C4880B6EBCD601F1813478269D05D370D54
MD = B105C20ACBF44857761280B4B542B3DD58846D8313ED6C177A1B5F7791C74D8FA07E8BA059C7772BD1AF7B864A52E2F6

Len = 1671
Msg = EA87C7C79D9C993C4EC01DCF55AD7CC433F8BC8101C9584455939A975EEAB6DC9C7DB7A00ED54CE15B473A26BA861C0E53394D762E2E72AC6A3930AB4E90E4D443C1B3E1CE337DEF21BCFBDA38D863D7330B33425A2251BA3D3A4935F5C1B62A2FA08F40983748131160F11853F05C1B65075FE224BC6289C31A7B93ED78C3C2428F14ED79CD0A2F7164979757251BCCC4A255F1E50DB5DB171CC05BAC9F893E9E86885392C66FC183232F7A3633F1D701575261B702769E161B8DA670D07B97DF1D9B36D24A28EBBEF639408789CDC39C
MD = 94DB3303666722BFB233A7C650C9C8F4FA1067423213FA7A81F2292D21D46B4CA555F52F8D575EE94D3F6E546284A69A

Len = 1672
Msg = 447797E2899B72A356BA55BF4DF3ACCA6CDB1041EB477BD1834A9F9ACBC340A294D729F2F97DF3A610BE0FF15EDB9C6D5DB41644B9874360140FC64F52AA03F0286C8A640670067A84E017926A70438DB1BB361DEFEE7317021425F8821DEF26D1EFD77FC853B818545D055ADC9284796E583C76E6FE74C9AC2587AA46AA8F8804F2FEB5836CC4B3ABABAB8429A5783E17D5999F32242EB59EF30CD7ADABC16D72DBDB097623047C98989F88D14EAF02A7212BE16EC2D07981AAA99949DDF89ECD90333A77BC4E1988A82ABF7C7CAF3291
MD = 79FC9441BEC1985E1C70F181EDDEAF227EBAF410685F6E0AC7E2C69164E74056977AC1A38E7608EE135EDE74B8525B9A

Len = 1673
Msg = 9ABA7C331CFD36242CABC3C6BA887C8CE4675F51FDCFCF49E706F6BC3C4215CE421D15B304F60CA6D19BBF8535D39F300BB415940FA23D8C788BA07970E0F1AA494AD3A6D988873E84B2E2E2A21D50751592C5FAF8EB1B30012B73B929C2734DF234F4FD7E0C2978B713A2B757812FF2D151D3C1C627E121F293F8DEA2DF2F9EE9A66E2859F635B615651736FACE4AC7E58D9B9A05A652FC0E6A9121B8D478FB04B5809E1994B3E3BC7E6A82D2A450071589AB46C6F5264838E425082B7D8BE92E49AA3632A2A54CDBB01360534080312600
MD = 4C4B1680E060116DC3286C425C92601F6DC5DC3D016F37FB6F27D5CA49E15FF838C1D9D106B99A163769A8C1BE8217F3

Len = 1674
Msg = 477BBAAF6240F4FBF19012F55396AC5E1C9C21AC4710866E58811E4A721D1E1BA2F13AB04EBAF2DF5A0F29C0213F8C7D3CFE34CBDE94A17D2ED0322A298F43123FCCC9A05059B224751607464C8B60DAE1E67A17B18F4252C2F54A7AAF4B6A5B52A640BDA2F58A7F86F61870FA5B7C2DC183CE5B1965DF783C30F63223551EDD62D563208094392D2EBF9C6C938AFBD408E08AD0A87ECC926BD25E784EE4D4D3C3C935ACBE870D8A777D7CE6DBBC675E32409748FE1CC641E4EDEEBEC6FE242E3A88434F93FF9F4677FF8994EE6F07214C00
MD = EB49ADF1CB7DDAE3E6441712BF2021A2B82E0DC6351ADC2AE802DC297D383DA03BD4A4EB4B33C642DC5372503B3570A9

Len = 1675
Msg = 96655F154EFCE33E6D9EB56C3471D5BC074E95358CAEC947B638FD63EBDC1B841A88FAEA4004D9E068341586D03437A3A3871255CCE036F4E7770B740A05B79016B9E94132DEBE7CE7BEA242ED7067927D4812F448E3B9AA9CECD01DE26AF84157AB79D3E50C83D1E821714A333D23279918C7C04BD999465B427919EFA9CC0A05936B42F3AEC5AF30874064A163D7E086977B32FA81DB19B6ABEB7DAF81512579885E9E8C257B58487231648BEDB6E33FF1021A97147BCD39EBCD4E2CA4228956DC674F61674175E16DF7AB56FCC518F280
MD = 8FAC9C541A01162AC8702A559CEBAC6A8957DC0C78F687C8B3D52D0164F356B66FD0212C22A2E4BF06B623B7CDED1BD1

Len = 1676
Msg = 09FCAD77247BCDF3B8683ABDA5DFFD6B58C47C0C8D88A274CEE217B35C702B5C84F3DDF8C57B6947B6D04046C81CA0A4672D4780B9EB694AA4920FC0E01ECC56BD9E137892892AD2D31BCD491A23214825843897322BE5D33729AA22EDE7F21A115CD74DF0AE3CFE28BB610C26461BB2911420C7C4BA932626A9DEC6CD22A8889076949ECDC415F86DC788D73D733CDA4DA49D6F65E67E8F20BFDB825D8AFD898E5D0162EDCD536C2BC5F978A8AA128550DF987EFAFD0BD6799BBDD9EF8F3D04D534D5B5816C29EFCD43ED78F538AEC30850
MD = B4E06E9013BBDC4431DF55E7AC2B6E16E177C762B7E5A77D0BD03311B7D190244102B9AB32E78082484178C1C014834D

Len = 1677
Msg = AB8A10D700174B4B43C23BACE4393A55E0DB75135AA0AF3EE8A3A1F1102DEDCC427795DDA341DB51B2E26880B4240C904FF51FB0C78EDA9334017C07E56A5795ABA4DB246F3D477FA76F2B69568F09F6ABE8B0F5B2CF3D4B293EF76CB22A658278FDC4DCA98F3026E7D12417EB9928B9CE4A70F59B64E1DC834AC27D996E5763A867F354C50E73DC4244DC2FA350A7B6385DCCC8E9B427472759FDB7FB052156B10D34DAFFA4E71E60DA992E0C4E48FB3F91C6B2CD127E1D2B9EC6AECA04D54B1DCD9ECCB331D0EFAE15A2AF47950ABA4170
MD = 7DAC822765D32AFA1BA9725B04C557D6C88C4BC9AF1E856488DDA6CB96F332BB56CE01D8398C358C1F9CFE9D32B393FF

Len = 1678
Msg = 05DBB0DFC9C650216514DAB69119695C0A0F80EB7D678EF91C8D0CD8123C6DFA6A88287177D7D9797DD5F84134D0A96451CF96664B7374EDD453E8FB31A106334E957224A434F156F3E9A83B7A44E54666EFBF25685391EB9BF541E2F6ACCED20ECEE46CE60423A744F5F5B7104E1F96A8D0C5E66D58AC121F300F88A3D017BF5F79AB64382EFC524DE1129C3E2E456D7203235A4D11F040A2520AA517E73DBB1D580B283797612838708DA911B5C7FBD1D4B48D41F81C87C7863305663376FB80415B82B8038E1686AF5D826B74DF282C80
MD = 7A89302B46DD0D46877D2E79AC566F129B41EA9551D13FD76A9648DE615E5816FDDCFE9D6441E4BD822904AF6EAFE40B

Len = 1679
Msg = 987AA5D10B8C1CE8D2A389535A7EF6392D68D4EC80819864603CB92860768E81225E2B1606B83CA62E8047291B9DCA25393B776FAA0C4E3914DD0AFCAFC21392C43AB37058F028A6EF330E6A3B53E3ABAFFE2EF62D126712C00C855765A91C111A89FDBECC5D5ACFC676B566B32B0BA6DA12EFF945A8886448A610AAB9B66B2548DB32C5B8612588A8D0A02F1E0C83878296FB2ACA1A09C25D438F8F2EC7875A61B9022FBE7F1BB7D972B0ACBEE28259B42A09B4F26105F1D0CBA58C6066F12FC2ECD14F286DF4635A0B691416127E34DECC
MD = BB0DF2EEF76853AD589F2581B696FE83907643507D8756E9BB402F873F7B94EC9EF2B14C6071BC74BFCA421E8CE7F15A

Len = 1680
Msg = 9F2C18ADE9B380C784E170FB763E9AA205F64303067EB1BCEA93DF5DAC4BF5A2E00B78195F808DF24FC76E26CB7BE31DC35F0844CDED1567BBA29858CFFC97FB29010331B01D6A3FB3159CC1B973D255DA9843E34A0A4061CABDB9ED37F241BFABB3C20D32743F4026B59A4CCC385A2301F83C0B0A190B0F2D01ACB8F0D41111E10F2F4E149379275599A52DC089B35FDD5234B0CFB7B6D8AEBD563CA1FA653C5C021DFD6F5920E6F18BFAFDBECBF0AB00281333ED50B9A999549C1C8F8C63D7626C48322E9791D5FF72294049BDE91E73F8
MD = 682BF610C80E140DAEB5EE7C332CE9D685BC0744387A10A1D0DB7351A5B719E6F60F64F7D9109A7B301FAA3291299121

Len = 1681
Msg = 2CF3288DF0C40A7AF765DF75268CC32B63098A1E42CC6941A795108BAFB6EBF09EBC92949F1E92AB140B8CAC7546A3B51C923524B1539D22697529358BEC7EA462E92E1CDCE8B7A3081997A0EC9CBED66BFE8334EF651DDCD8A69C577BFC10894E583F1F443BB88ECFF1719CF7DCA3F8E7348EB721038E97E090D138C2F42C2B0A19EBB63FFFC4966D6377D60C64042AB9BBBA423A215406E21901AE3C6339918288596A1064B56C328B3CB54C6327ECF5FD741717E1BCA1BAD8751AE21FC13EE04E4148E1B34F49FD3915868A981F5BDD6E80
MD = 07EAEF3BA65DDDDBFB29D67A4BEE53C43056B03A0C63B4A4851043432C8AC328EB27499802D04D5C3D9BB590C797E693

Len = 1682
Msg = E406B68F1C75EE4C12E73229919DCB8C1EC3967E0AFCB0D349968BA95EDC915654851090E15793B67F675635A1EAAD6347904493E88DEE6395D295F93E223CB111D325D94F5A34E11C5C8773C26614D10F28CB07822D6875D7B76D8ACBC2F5EE2FB9F08B87CA1A006065768264D81046E8C6ED0BD2222F70A81074F5DEBB3E3EB5FD588874C7D89131EDD5C826C3F75A38AD60EA417CA26B5F4AAA3E95B1E2AF4081B5CC1CF16E54651111432C58A367F532A6E87096706774BB9FD2C11A75E6B706B53EF5D4EE562E22621B11F47FD2284E80
MD = 0988DC2AA33453C9F80A2F346D438C888098FA64C816DAB0A216E459F9AE35B4768D359CE6238A48315E96B9C5A3648B

Len = 1683
Msg = 6F551116863B6CA50D37C17BE7547CA8CBA1D34C93BDAF07BD94DD9D422099E2C896A73B5084181CD94F4325A16688A5D9392DD59C26C6A3619BB40FCD1BE58DDF8A94CEF25215077E734FB8CB52809CAD9A379608AD26FCF08856701FC5E1AFB2F9D5A042B745F0058546A1B28BC3354B11151AF38C52F058A41663C65E82EEFBBBEF366DFF01797DFCE4E291B1CFF9A1045F8B7F784DB6E2CBF7DC33B4F4CB0E4DD4F2C65E773B2EAD81C4899BE4056E45F840D473ECD394383C2CC8E0E5686C84130EDF8E6625AE51B3E1F07A0335474E00
MD = B4D6068D6B8D4812F0B8ABF16ECBD0FAADD68937ECE8ED4640148A01A67B8B4592045F85969051C1489B33329E0EC00F

Len = 1684
Msg = 77CE50C2A1AF8A234F2C50CF62806FBD5D0B856736129015DD361F6894AA9AB427A3151C2BF036953F857269C8C429BC7D715673B56FBC8B8953ED28885388569E15CA47E4FC31B3C4DB8FAF09AD46A7BAD593CAD9E1B5709531FA6F44DC70E03804BC4D0BF5D23A6D7C0C1B55F321FDCAC708879F212C0C917B72E33689635B80FA87C8A084A239BEB4B4B4CEBB40ED948ECE200D7003D4E3319B3A1589B62F5B34EB6D02071595CD26013EFD1CEA645454EC37DAD75A23E2A73A844364318F0D1437CC9B5BC159C3F00EAE2CBC3789C06780
MD = 0A725E08789F5966E92BF9AC660310D4C3233B41279EAE1496219F7A8602CAC4A01F563DD1D5289C725D1937F729AE91

Len = 1685
Msg = 3388AAC4F2F412000389A9D676060B736C2D67263BDFA6E63BE3D5660B5EE69A2D5E15F81EA0A967DD47E1AEE70B6F9445B5AEC1875F699D5C4821F97A543754EC6DE498B7B59B570F239937712FB462DB40008792DD0FDEFBBFF6F333C8879C3284C3ADC5D20D6888F01F2A91602931990C90101CC26FF86D29C547AB80C00E2B001262F7EA283B87C822DB2A07A52D9C622537D3318F9FB1EC88FDB779B47FB33493E0D165F945FE674621AA0A908001C84903995D0616BA5C6BDCEC171F6746EDDD8FC9B94261165C7DCEA64900661D9978
MD = 6EB886E80BB375CC41AD452267A5C748A8D4C51AF879D773E70BFEB5373198ED09F7F702525D233AA212EA49A8DBB3DE

Len = 1686
Msg = 2CA96922D63B06A48D96B05B502F4E296B91D73ED57617BBF68278D0DFC2FCFDD6BD20548E6E717675FAE637DB6B5238A08982EB783B19E508DD5E87EF4845ED933CBC8755FC645E2E84859ECA2708FC9329B36FDD0F7178839D2D10B610769F791972BD93A4BB292EBF55BECC9F8152CE72EF6A379229E7CB0993F5590F6BFCE875CD339804BEE0ACF5F354706BD79909443F0B512DC7DB4C1EE3C0C171EBC0CF1C1DDEBDB963F6F880AB8CF357A93C5F551F6246526121FBE40E10B68C3319A2FED010B4F02B34514A5E7E5CE84616F4A0D8
MD = 40DDAC1D80DCF679EEF3B610EF23D1A9D33EF45FB43D7F60CE02A5DAAB801374CA6CA6694853B724BC346C51A629C9A7

Len = 1687
Msg = 9DA1EACBA5D0F46160540A856F1E212405809F0574C7524291A3D20B4E7CC3CDF5022DE66FDB79888BEEC81D0EF338AAFFFFAB7C5F8A5DA403E6E41826864718EAAB9ABF1882DD8852BDD443E4F23C29D05BC8B44735ECF8884505351E3DA083557CFA8663D85203CED742232F7E150F24B55FCD5B7B2D1F2990FABABE62A8F85435809DDDAD0E268554FC6258809062A113AE1755E747730A969CECD37873C8F99049E8310F676BF352C41A122F2D8E75D58862AB6ED4E196F2202C862464B1A5F4F25BC03F6142DC6EBEC5C30C2BFCEDD57E
MD = 656FA2FEEACED44A425022ECC672EAD0D326DCC3B59D062E7A4117CE5B21FC8FCA3830DEE59444C301308AEB6E94E48E

Len = 1688
Msg = AE159F3FA33619002AE6BCCE8CBBDD7D28E5ED9D61534595C4C9F43C402A9BB31F3B301CBFD4A43CE4C24CD5C9849CC6259ECA90E2A79E01FFBAC07BA0E147FA42676A1D668570E0396387B5BCD599E8E66AAED1B8A191C5A47547F61373021FA6DEADCB55363D233C24440F2C73DBB519F7C9FA5A8962EFD5F6252C0407F190DFEFAD707F3C7007D69FF36B8489A5B6B7C557E79DD4F50C06511F599F56C896B35C917B63BA35C6FF8092BAF7D1658E77FC95D8A6A43EEB4C01F33F03877F92774BE89C1114DD531C011E53A34DC248A2F0E6
MD = 53AB346CF9D53C613D65D60127D447A185FB491CA9BF5F57D00C2FB76A522D235202EEC10D8CBC5104206B218CADB18B

Len = 1689
Msg = 0660E0A141302B50534D949C8925E6707EC8992E5A2C644C7022A94D19271743416868E874FF8DB9B83F7307703DBA2C0B1E4CC533A1ACFBC16F44B103BA7CFF0FA74C026059E8B87530A1E8561EBFDD94E07DAAC12DB30FB7DD888E1F09B75A22CA86CE821639C2D2F053ABD75D10AF6080427F0B9A676A04BE3A0E45ECCEF9C7D228B423519B8174B420E6CA812C74C79D77EFF70F95545AB0CDD4274A22BBC9A636043BFF1E1EC56C9839119BE62F2E0BE9AB3036BC0E90FF334B60BCF6173C81FAB7E5FD55F1A5984093D82F563FF09F0D80
MD = B5796A889870ACC6FDD0368B3D2C9ECFC4267DE6593500AEC583DA59EADB6C74D1C9FE48D0F8D1AD3F75CC8DAA087A9F

Len = 1690
Msg = F4B026CB6D798171DC89A186B1E41EE8E349C26F69ECA4E3768AD90B1F1C6F067D7EC0FC0C0464483FBDD806574F5738E2ABE34086F569C8A91266F7F09596D77B993C3DC612AFCB346545F0185D645A8EB83D1CA3FF7DD6EB7F679BBBB8F2E52925622807DF47E7E02D3B6A9EFCA343984642F36AC9008C0CDF899F9905613082B39E83AE4390F78822579BE7BF2DA24DE753207D3F2A3645F147FC113545974B2C4C563752413649B7B6CDCD7C578DA209F45FCBFF681807B9F5EC6DC003DB7BF59B715E542587D9EC850543CA6B9729A54880
MD = 375B6E750503E70DA209B92968EC17FBB95C4CEB39CF4357BA8F5D1DC5E78CCD02ED441909D0FCB8F068E1836AD58C76

Len = 1691
Msg = 83659B5B4040A75E046DFCDB2179EF7A7680053C1C86498C4D9FA39D6C0CF3648E0946DA8EF5630C6430E2DF4F194C591D1912B5DA03AECAF6C6A440C6F41F304F252D40414239EBED0FD994CFEBF0E95248D229A9583E8C66F980F5B2D509EEFDDB28BA8BA55716D809B9030A1A2ABD663467E8DECA0C8FCB6B44D1297AFB2FBD1B9F44F37DADF1D3DE4FE301F983ED8222C3C0BAAEAA5216A421A0065D6DE18810538B17D5FCF00A98BF46A9B103E353D0D33CFFA04288DB928C0ACF5E1C0A748A2072651E32915E0CC1E9D745D2A6551C2F40
MD = 67E3636C74BFA43EC4D627B7A0634834E2C4AD5373520F35DF5B435BB85B5580517874992B45530695B6EBC57EE9FD7A

Len = 1692
Msg = 856F1B2F6C81E8A8C3C6532106EF4108B2FBA424BBCEFCC5F12D67387CE8FB8ED88C80B56A7AD4EB79E39FE779EE65BBA038DA0D7003BC16FE087DE0074ABF764F33D075C2F152415858B0E18B33C7120B27972B608838B5D8B4E303C569F84515ACD539BB53F583630F8D3BB28C935935D60B973120ED94A8678AB79800DBDF2D6463D26B587C630F725DB8C3F960E1BB597CF963EF543B3CC7A05FB81EDB7BBE6F893C631BB48310453E900F0CEDBF9EFE9FFEBC08BCDC198E46DB9156B4EEBC40F9977DF341647AE371BC4CCC06470A0AD690
MD = 7F343A8F6968E751C1AD965551E310704CA5DAF544F20BAA7468A3F05007BA8BAC488DE02718F5346E734ECD4C823306

Len = 1693
Msg = 4AD3F42F008EF17C88465189BDA1A33E2DBB52A1ABAAC899388E50B54599F3C2C0B1D2FD28B9343E82F8B7C5BE7558C8D611572B6D55845433E2546BDF23F38FEF02455F8D5C979BF96E237A3F5E9ED2E05E1023CC12FC0B6ED4136638DAF8AE1AFAC247F4DA8E37051FF13DCFF2DDD5FD8142791F067DA654A58EB0FD27DFFFB53FEFF7331AE8CF2D03484CA5680BCA02141B1219D6F2AD8A42EDA113BC2A250D9C960D568CE448C8EFB5158267ABCECC8B972A6BAD7B4F5E8D278B45DF1E04173120EAD2591CC5298E28D2E60EEEB4938D1828
MD = F25F5C51BBAA95F60C38EA172D0A9A9DD72D85F0FE1A4CDDA1410CCE034B71F214D1D97F81562E5F4B432F52E0479E07

Len = 1694
